Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinition,Long Statement,The length of the statement "ClassPathXmlApplicationContext context=new ClassPathXmlApplicationContext("org/apache/shiro/spring/web/ShiroFilterFactoryBeanTest.xml");" is 136.,46
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinition,Magic Number,The method contains a magic number: 2,46
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinitionWithInit,Long Statement,The length of the statement "ClassPathXmlApplicationContext context=new ClassPathXmlApplicationContext("org/apache/shiro/spring/web/ShiroFilterFactoryBeanTest.xml");" is 136.,65
temp,org.apache.shiro.spring.web,ShiroFilterFactoryBeanTest,testFilterDefinitionWithInit,Long Statement,The length of the statement "public void doFilter( ServletRequest servletRequest` ServletResponse servletResponse) throws IOException` ServletException {" is 124.,65
temp,org.apache.shiro.tools.hasher,Hasher,main,Complex Method,Cyclomatic complexity of the method is 28,84
temp,org.apache.shiro.tools.hasher,Hasher,main,Long Identifier,The length of the field DEFAULT_PASSWORD_ALGORITHM_NAME is 31.,84
temp,org.apache.shiro.tools.hasher,Hasher,main,Long Identifier,The length of the field DEFAULT_PASSWORD_NUM_ITERATIONS is 31.,84
temp,org.apache.shiro.tools.hasher,Hasher,main,Long Method,The method has 145 lines of code.,84
temp,org.apache.shiro.tools.hasher,Hasher,main,Magic Number,The method contains a magic number: 8,84
temp,org.apache.shiro.tools.hasher,Hasher,getSalt,Complex Method,Cyclomatic complexity of the method is 8,274
temp,org.apache.shiro.tools.hasher,Hasher,getSalt,Magic Number,The method contains a magic number: 8,274
temp,org.apache.shiro.tools.hasher,Hasher,printHelp,Long Statement,The length of the statement "String footer="\n" + "<value> is optional only when hashing passwords (see below). It is\n" + "required all other times."+ "\n\n"+ "Password Hashing:\n"+ "---------------------------------\n"+ "Specify the -p/--password option and DO NOT enter a <value>. You will\n"+ "be prompted for a password and characters will not echo as you type."+ "\n\n"+ "Salting:\n"+ "---------------------------------\n"+ "Specifying a salt:"+ "\n\n"+ "You may specify a salt using the -s/--salt option followed by the salt\n"+ "value. If the salt value is a base64 or hex string representing a\n"+ "byte array` you must specify the -sb/--saltbytes option to indicate this`\n"+ "otherwise the text value bytes will be used directly."+ "\n\n"+ "When using -sb/--saltbytes` the -s/--salt value is expected to be a\n"+ "base64-encoded string by default. If the value is a hex-encoded string`\n"+ "you must prefix the string with 0x (zero x) to indicate a hex value."+ "\n\n"+ "Generating a salt:"+ "\n\n"+ "Use the -sg/--saltgenerated option if you don't want to specify a salt`\n"+ "but want a strong random salt to be generated and used during hashing.\n"+ "The generated salt size defaults to 128 bits. You may specify\n"+ "a different size by using the -sgs/--saltgeneratedsize option followed by\n"+ "a positive integer (size is in bits` not bytes)."+ "\n\n"+ "Because a salt must be specified if computing the\n"+ "hash later` generated salts will be printed` defaulting to base64\n"+ "encoding. If you prefer to use hex encoding` additionally use the\n"+ "-sgh/--saltgeneratedhex option."+ "\n\n"+ "Files` URLs and classpath resources:\n"+ "---------------------------------\n"+ "If using the -r/--resource option` the <value> represents a resource path.\n"+ "By default this is expected to be a file path` but you may specify\n"+ "classpath or URL resources by using the classpath: or url: prefix\n"+ "respectively."+ "\n\n"+ "Some examples:"+ "\n\n"+ "<command> -r fileInCurrentDirectory.txt\n"+ "<command> -r ../../relativePathFile.xml\n"+ "<command> -r ~/documents/myfile.pdf\n"+ "<command> -r /usr/local/logs/absolutePathFile.log\n"+ "<command> -r url:http://foo.com/page.html\n"+ "<command> -r classpath:/WEB-INF/lib/something.jar"+ "\n\n"+ "Output Format:\n"+ "---------------------------------\n"+ "Specify the -f/--format option followed by either 1) the format ID (as defined\n"+ "by the " + DefaultHashFormatFactory.class.getName() + "\n"+ "JavaDoc) or 2) the fully qualified "+ HashFormat.class.getName()+ "\n"+ "implementation class name to instantiate and use for formatting.\n\n"+ "The default output format is 'shiro1' which is a Modular Crypt Format (MCF)\n"+ "that shows all relevant information as a dollar-sign ($) delimited string.\n"+ "This format is ideal for use in Shiro's text-based user configuration (e.g.\n"+ "shiro.ini or a properties file).";" is 2856.,330
temp,org.apache.shiro.tools.hasher,Hasher,readPassword,Long Statement,The length of the statement "String msg="Password hashing (prompt without echo) uses the java.io.Console to read passwords " + "safely. This is only available on Java 1.6 platforms and later.";" is 164.,408
temp,org.apache.shiro.web.config,IniFilterChainResolverFactory,buildChains,Long Statement,The length of the statement "String msg="The [{}] section has been deprecated and will be removed in a future release! Please " + "move all object configuration (filters and all other objects) to the [{}] section.";" is 186.,94
temp,org.apache.shiro.web.env,DefaultWebEnvironment,getFilterChainResolver,Long Identifier,The length of the field DEFAULT_FILTER_CHAIN_RESOLVER_NAME is 34.,44
temp,org.apache.shiro.web.env,DefaultWebEnvironment,setFilterChainResolver,Long Identifier,The length of the field DEFAULT_FILTER_CHAIN_RESOLVER_NAME is 34.,48
temp,org.apache.shiro.web.env,EnvironmentLoader,initEnvironment,Long Statement,The length of the statement "String msg="There is already a Shiro environment associated with the current ServletContext. " + "Check if you have multiple EnvironmentLoader* definitions in your web.xml!";" is 174.,115
temp,org.apache.shiro.web.env,EnvironmentLoader,createEnvironment,Long Statement,The length of the statement "throw new ConfigurationException("Custom WebEnvironment class [" + clazz.getName() + "] is not of required type ["+ WebEnvironment.class.getName()+ "]");" is 153.,184
temp,org.apache.shiro.web.env,EnvironmentLoader,createEnvironment,Long Statement,The length of the statement "String msg="WebEnvironment class [" + clazz.getName() + "] does not implement the "+ ResourceConfigurable.class.getName()+ "interface. This is required to accept any "+ "configured "+ CONFIG_LOCATIONS_PARAM+ "value(s).";" is 220.,184
temp,org.apache.shiro.web.env,IniWebEnvironment,init,Complex Conditional,The conditional expression log.isWarnEnabled() && !CollectionUtils.isEmpty(ini) && configLocations != null && configLocations.length > 0 is complex.,58
temp,org.apache.shiro.web.env,IniWebEnvironment,init,Long Statement,The length of the statement "log.warn("Explicit INI instance has been provided` but configuration locations have also been " + "specified. The {} implementation does not currently support multiple Ini config` but this may " + "be supported in the future. Only the INI instance will be used for configuration."`IniWebEnvironment.class.getName());" is 316.,58
temp,org.apache.shiro.web.env,IniWebEnvironment,getSpecifiedIni,Long Statement,The length of the statement "log.warn("More than one Shiro .ini config location has been specified. Only the first will be " + "used for configuration as the {} implementation does not currently support multiple " + "files. This may be supported in the future however."`IniWebEnvironment.class.getName());" is 276.,108
temp,org.apache.shiro.web.env,IniWebEnvironment,createIni,Long Statement,The length of the statement "String msg="Required configuration location '" + configLocation + "' does not exist or did not "+ "contain any INI configuration.";" is 131.,146
temp,org.apache.shiro.web.filter,PathMatchingFilter,isFilterChainContinued,Long Statement,The length of the statement "log.trace("Filter '{}' is enabled for the current request under path '{}' with config [{}]. " + "Delegating to subclass implementation for 'onPreHandle' check."`new Object[]{getName()`path`pathConfig});" is 202.,186
temp,org.apache.shiro.web.filter,PathMatchingFilter,isFilterChainContinued,Long Statement,The length of the statement "log.trace("Filter '{}' is disabled for the current request under path '{}' with config [{}]. " + "The next element in the FilterChain will be called immediately."`new Object[]{getName()`path`pathConfig});" is 204.,186
temp,org.apache.shiro.web.filter,PathMatchingFilterTest,createTestInstance,Long Statement,The length of the statement "@Override protected boolean isEnabled( ServletRequest request` ServletResponse response` String path` Object mappedValue) throws Exception {" is 140.,52
temp,org.apache.shiro.web.filter,PathMatchingFilterTest,createTestInstance,Long Statement,The length of the statement "@Override protected boolean onPreHandle( ServletRequest request` ServletResponse response` Object mappedValue) throws Exception {" is 129.,52
temp,org.apache.shiro.web.filter.authc,AuthenticatingFilter,executeLogin,Long Statement,The length of the statement "String msg="createToken method implementation returned null. A valid non-null AuthenticationToken " + "must be created in order to execute a login attempt.";" is 157.,44
temp,org.apache.shiro.web.filter.authc,AuthenticatingFilter,isAccessAllowed,Long Statement,The length of the statement "return super.isAccessAllowed(request`response`mappedValue) || (!isLoginRequest(request`response) && isPermissive(mappedValue));" is 127.,113
temp,org.apache.shiro.web.filter.authc,AuthenticatingFilter,cleanup,Complex Conditional,The conditional expression existing instanceof UnauthenticatedException || (existing instanceof ServletException && existing.getCause() instanceof UnauthenticatedException) is complex.,140
temp,org.apache.shiro.web.filter.authc,AuthenticatingFilter,cleanup,Long Statement,The length of the statement "if (existing instanceof UnauthenticatedException || (existing instanceof ServletException && existing.getCause() instanceof UnauthenticatedException)) {" is 152.,140
temp,org.apache.shiro.web.filter.authc,BasicHttpAuthenticationFilter,createToken,Magic Number,The method contains a magic number: 2,281
temp,org.apache.shiro.web.filter.authc,BasicHttpAuthenticationFilter,getPrincipalsAndCredentials,Magic Number,The method contains a magic number: 2,323
temp,org.apache.shiro.web.filter.authc,FormAuthenticationFilter,onAccessDenied,Long Statement,The length of the statement "log.trace("Attempting to access a path which requires authentication. Forwarding to the " + "Authentication url [" + getLoginUrl() + "]");" is 138.,148
temp,org.apache.shiro.web.filter.authz,HostFilter,isIpv4Candidate,Magic Number,The method contains a magic number: 4,86
temp,org.apache.shiro.web.filter.authz,HttpMethodPermissionFilter,buildPermissions,Complex Conditional,The conditional expression configuredPerms == null || configuredPerms.length <= 0 || !StringUtils.hasText(action) is complex.,189
temp,org.apache.shiro.web.filter.authz,PortFilter,toPort,Long Statement,The length of the statement "throw new ConfigurationException("PortFilter can only be configured with a single port. You have " + "configured " + ports.length + ": "+ StringUtils.toString(ports));" is 167.,61
temp,org.apache.shiro.web.filter.authz,AuthorizationFilterTest,testUserOnAccessDeniedWithResponseError,Long Statement,The length of the statement "@Override protected boolean isAccessAllowed( ServletRequest request` ServletResponse response` Object mappedValue) throws Exception {" is 133.,39
temp,org.apache.shiro.web.filter.authz,AuthorizationFilterTest,testUserOnAccessDeniedWithRedirect,Long Statement,The length of the statement "@Override protected boolean isAccessAllowed( ServletRequest request` ServletResponse response` Object mappedValue) throws Exception {" is 133.,64
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassC,Magic Number,The method contains a magic number: 256,29
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassC,Magic Number,The method contains a magic number: 256,29
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 16,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 32,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 256,44
temp,org.apache.shiro.web.filter.authz,HostFilterTest,testPrivateClassB,Magic Number,The method contains a magic number: 256,44
temp,org.apache.shiro.web.filter.authz,HttpMethodPermissionFilterTest,testPermisisonMapping,Magic Number,The method contains a magic number: 2,27
temp,org.apache.shiro.web.filter.authz,PortFilterTest,testConfiguredPort,Magic Number,The method contains a magic number: 8080,61
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,toNameConfigPair,Magic Number,The method contains a magic number: 2,174
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,toNameConfigPair,Magic Number,The method contains a magic number: 2,174
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,addToChain,Long Statement,The length of the statement "throw new IllegalArgumentException("There is no filter with name '" + filterName + "' to apply to chain ["+ chainName+ "] in the pool of available Filters. Ensure a "+ "filter with that name/path has first been registered with the addFilter method(s).");" is 254.,249
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,applyChainConfig,Long Statement,The length of the statement "log.debug("Attempting to apply path [" + chainName + "] to filter ["+ filter+ "] "+ "with config ["+ chainSpecificFilterConfig+ "]");" is 133.,266
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,applyChainConfig,Long Statement,The length of the statement "String msg="chainSpecificFilterConfig was specified` but the underlying " + "Filter instance is not an 'instanceof' " + PathConfigProcessor.class.getName() + ". This is required if the filter is to accept "+ "chain-specific configuration.";" is 240.,266
temp,org.apache.shiro.web.filter.mgt,DefaultFilterChainManager,initFilter,Long Statement,The length of the statement "throw new IllegalStateException("FilterConfig attribute has not been set. This must occur before filter " + "initialization can occur.");" is 137.,317
temp,org.apache.shiro.web.filter.mgt,PathMatchingFilterChainResolver,getChain,Long Statement,The length of the statement "log.trace("Matched path pattern [" + pathPattern + "] for requestURI ["+ requestURI+ "]. "+ "Utilizing corresponding filter chain...");" is 135.,93
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testNewInstance,Long Statement,The length of the statement "@SuppressWarnings({"MismatchedQueryAndUpdateOfCollection"}) SimpleNamedFilterList list=new SimpleNamedFilterList("test");" is 121.,43
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 4,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 6,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 4,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 3,66
temp,org.apache.shiro.web.filter.mgt,SimpleNamedFilterListTest,testListMethods,Magic Number,The method contains a magic number: 2,66
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,CookieRememberMeManager,Long Identifier,The length of the field DEFAULT_REMEMBER_ME_COOKIE_NAME is 31.,84
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,rememberSerializedIdentity,Long Statement,The length of the statement "String msg="Subject argument is not an HTTP-aware instance. This is required to obtain a servlet " + "request and response in order to set the rememberMe cookie. Returning immediately and " + "ignoring rememberMe operation.";" is 225.,125
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,getRememberedSerializedIdentity,Complex Method,Cyclomatic complexity of the method is 8,170
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,getRememberedSerializedIdentity,Long Statement,The length of the statement "String msg="SubjectContext argument is not an HTTP-aware instance. This is required to obtain a " + "servlet request and response in order to retrieve the rememberMe cookie. Returning " + "immediately and ignoring rememberMe operation.";" is 237.,170
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,226
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,226
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManager,setSessionMode,Long Statement,The length of the statement "log.warn("The 'sessionMode' property has been deprecated. Please configure an appropriate WebSessionManager " + "instance instead of using this property. This property/method will be removed in a later version.");" is 213.,108
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManager,setSessionMode,Long Statement,The length of the statement "String msg="Invalid sessionMode [" + sessionMode + "]. Allowed values are "+ "public static final String constants in the "+ getClass().getName()+ " class: '"+ HTTP_SESSION_MODE+ "' or '"+ NATIVE_SESSION_MODE+ "'` with '"+ HTTP_SESSION_MODE+ "' being the default.";" is 265.,108
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManager,setSessionManager,Long Statement,The length of the statement "String msg="The " + getClass().getName() + " implementation expects SessionManager instances "+ "that implement the "+ WebSessionManager.class.getName()+ " interface. The "+ "configured instance is of type ["+ sessionManager.getClass().getName()+ "] which does not "+ "implement this interface.. This may cause unexpected behavior.";" is 333.,137
temp,org.apache.shiro.web.mgt,DefaultWebSubjectFactory,newSubjectInstance,Long Parameter List,The method has 7 parameters. ,66
temp,org.apache.shiro.web.mgt,CookieRememberMeManagerTest,getRememberedSerializedIdentityReturnsNullForDeletedCookie,Long Statement,The length of the statement "Cookie[] cookies=new Cookie[]{new Cookie(CookieRememberMeManager.DEFAULT_REMEMBER_ME_COOKIE_NAME`org.apache.shiro.web.servlet.Cookie.DELETED_COOKIE_VALUE)};" is 156.,90
temp,org.apache.shiro.web.mgt,CookieRememberMeManagerTest,getRememberedPrincipals,Long Statement,The length of the statement "final String userPCAesBase64="WlD5MLzzZznN3dQ1lPJO/eScSuY245k29aECNmjUs31o7Yu478hWhaM5Sj" + "jmoe900/72JNu3hcJaPG6Q17Vuz4F8x0kBjbFnPVx4PqzsZYT6yreeS2jwO6OwfI+efqXOKyB2a5KPtnr" + "7jt5kZsyH38XJISb81cf6xqTGUru8zC+kNqJFz7E5RpO0kraBofS5jhMm45gDVjDRkjgPJAzocVWMtrza"+ "zy67P8eb+kMSBCqGI251JTNAGboVgQ28KjfaAJ/6LXRJUj7kB7CGia7mgRk+hxzEJGDs81at5VOPqODJr"+ "xb8tcIdemFUFIkiYVP9bGs4dP3ECtmw7aNrCzv+84sx3vRFUrd5DbDYpEuE12hF2Y9owDK9sxStbXoF0y"+ "A32dhfGDIqS+agsass0sWn8WX2TM9i8SxrUjiFbxqyIG49HbqGrZp5QLM9IuIwO+TzGfF1FzumQGdwmWT"+ "xkVapw5UESl34YvA615cb+82ue1I=";" is 550.,113
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManagerTest,testSessionTimeout,Empty catch clause,The method has an empty catch block.,122
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 100,122
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,122
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 125,122
temp,org.apache.shiro.web.mgt,DefaultWebSecurityManagerTest,testSessionTimeout,Magic Number,The method contains a magic number: 200,122
temp,org.apache.shiro.web.servlet,AbstractShiroFilter,prepareServletResponse,Complex Conditional,The conditional expression !isHttpSessions() && (request instanceof ShiroHttpServletRequest) && (response instanceof HttpServletResponse) is complex.,252
temp,org.apache.shiro.web.servlet,AbstractShiroFilter,updateSessionLastAccessTime,Long Statement,The length of the statement "log.error("session.touch() method invocation has failed. Unable to update" + "the corresponding session's last access time based on the incoming request."`t);" is 158.,295
temp,org.apache.shiro.web.servlet,AdviceFilter,cleanup,Long Statement,The length of the statement "log.debug("afterCompletion implementation threw an exception. This will be ignored to " + "allow the original source exception to be propagated."`e);" is 149.,152
temp,org.apache.shiro.web.servlet,AdviceFilter,cleanup,Long Statement,The length of the statement "String msg="Filter execution resulted in an unexpected Exception " + "(not IOException or ServletException as the Filter API recommends). " + "Wrapping in ServletException and propagating.";" is 190.,152
temp,org.apache.shiro.web.servlet,IniShiroFilter,configure,Long Statement,The length of the statement "log.info("Null or empty configuration specified via '" + CONFIG_INIT_PARAM_NAME + "' or '"+ CONFIG_PATH_INIT_PARAM_NAME+ "' filter parameters. Trying the default "+ DEFAULT_WEB_INI_RESOURCE_PATH+ " file.");" is 206.,204
temp,org.apache.shiro.web.servlet,IniShiroFilter,configure,Long Statement,The length of the statement "log.info("Null or empty configuration specified via '" + CONFIG_INIT_PARAM_NAME + "' or '"+ CONFIG_PATH_INIT_PARAM_NAME+ "' filter parameters. Trying the default "+ IniFactorySupport.DEFAULT_INI_RESOURCE_PATH+ " file.");" is 220.,204
temp,org.apache.shiro.web.servlet,IniShiroFilter,applySecurityManager,Long Statement,The length of the statement "String msg="The configured security manager is not an instance of WebSecurityManager` so " + "it can not be used with the Shiro servlet filter.";" is 145.,250
temp,org.apache.shiro.web.servlet,IniShiroFilter,applyFilterChainResolver,Complex Conditional,The conditional expression (urls != null && !urls.isEmpty()) || (filters != null && !filters.isEmpty()) is complex.,272
temp,org.apache.shiro.web.servlet,IniShiroFilter,convertPathToIni,Long Statement,The length of the statement "String msg="There is no servlet context resource corresponding to configPath '" + path + "' If "+ "the resource is located elsewhere (not immediately resolveable in the servlet context)` "+ "specify an appropriate classpath:` url:` or file: resource prefix accordingly.";" is 271.,325
temp,org.apache.shiro.web.servlet,ShiroHttpServletRequest,newNoSessionCreationException,Long Statement,The length of the statement "String msg="Session creation has been disabled for the current request. This exception indicates " + "that there is either a programming error (using a session when it should never be " + "used) or that Shiro's configuration needs to be adjusted to allow Sessions to be created "+ "for the current request. See the " + DisabledSessionException.class.getName() + " JavaDoc "+ "for more.";" is 387.,171
temp,org.apache.shiro.web.servlet,ShiroHttpServletRequest,isRequestedSessionIdValid,Long Identifier,The length of the field REFERENCED_SESSION_ID_IS_VALID is 30.,191
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Complex Method,Cyclomatic complexity of the method is 11,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,157
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Complex Conditional,The conditional expression (scheme.equals("http") && port != 80) || (scheme.equals("https") && port != 443) is complex.,204
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 80,204
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 443,204
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toEncoded,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,289
temp,org.apache.shiro.web.servlet,ShiroHttpSession,ShiroHttpSession,Long Statement,The length of the statement "String msg="Session constructor argument cannot be an instance of HttpServletSession. This is enforced to " + "prevent circular dependencies and infinite loops.";" is 162.,73
temp,org.apache.shiro.web.servlet,ShiroHttpSession,setMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,108
temp,org.apache.shiro.web.servlet,ShiroHttpSession,getMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,116
temp,org.apache.shiro.web.servlet,SimpleCookie,addCookieHeader,Long Parameter List,The method has 10 parameters. ,218
temp,org.apache.shiro.web.servlet,SimpleCookie,buildHeaderValue,Long Parameter List,The method has 9 parameters. ,237
temp,org.apache.shiro.web.servlet,OncePerRequestFilterTest,createTestInstance,Long Statement,The length of the statement "@Override protected void doFilterInternal( ServletRequest request` ServletResponse response` FilterChain chain) throws ServletException` IOException {" is 150.,59
temp,org.apache.shiro.web.servlet,SimpleCookieTest,testRemoveValue,Long Statement,The length of the statement "String expectedStart=new StringBuilder().append(name).append(SimpleCookie.NAME_VALUE_DELIMITER).append(value).append(SimpleCookie.ATTRIBUTE_DELIMITER).append(SimpleCookie.PATH_ATTRIBUTE_NAME).append(SimpleCookie.NAME_VALUE_DELIMITER).append(path).toString();" is 258.,50
temp,org.apache.shiro.web.servlet,SimpleCookieTest,testRootContextPath,Long Statement,The length of the statement "String expectedCookieValue=new StringBuilder().append("test").append(SimpleCookie.NAME_VALUE_DELIMITER).append("blah").append(SimpleCookie.ATTRIBUTE_DELIMITER).append(SimpleCookie.PATH_ATTRIBUTE_NAME).append(SimpleCookie.NAME_VALUE_DELIMITER).append(Cookie.ROOT_PATH).append(SimpleCookie.ATTRIBUTE_DELIMITER).append(SimpleCookie.HTTP_ONLY_ATTRIBUTE_NAME).toString();" is 366.,83
temp,org.apache.shiro.web.servlet,SimpleCookieTest,eqCookie,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getValue().equals(in.getValue()) && c.getPath().equals(in.getPath())&& c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 221.,119
temp,org.apache.shiro.web.servlet,SimpleCookieTest,matches,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getValue().equals(in.getValue()) && c.getPath().equals(in.getPath())&& c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 221.,121
temp,org.apache.shiro.web.session,HttpServletSession,HttpServletSession,Long Statement,The length of the statement "String msg="HttpSession constructor argument cannot be an instance of ShiroHttpSession. This " + "is enforced to prevent circular dependencies and infinite loops.";" is 164.,48
temp,org.apache.shiro.web.session,HttpServletSession,getTimeout,Magic Number,The method contains a magic number: 1000,76
temp,org.apache.shiro.web.session,HttpServletSession,setTimeout,Magic Number,The method contains a magic number: 1000,84
temp,org.apache.shiro.web.session,HttpServletSession,assertString,Long Statement,The length of the statement "String msg="HttpSession based implementations of the Shiro Session interface requires attribute keys " + "to be String objects. The HttpSession class does not support anything other than String keys.";" is 201.,135
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManager,getReferencedSessionId,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 124.,110
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManager,getReferencedSessionId,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,110
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManager,onStart,Long Statement,The length of the statement "log.debug("SessionContext argument is not HTTP compatible or does not have an HTTP request/response " + "pair. No session ID cookie will be set.");" is 147.,158
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManager,onInvalidation,Long Statement,The length of the statement "log.debug("SessionKey argument is not HTTP compatible or does not have an HTTP request/response " + "pair. Session ID cookie will not be removed due to invalidated session.");" is 175.,214
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManager,onStop,Long Statement,The length of the statement "log.debug("SessionKey argument is not HTTP compatible or does not have an HTTP request/response " + "pair. Session ID cookie will not be removed due to stopped session.");" is 171.,228
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieEnabled,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 124.,104
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieDisabled,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,135
temp,org.apache.shiro.web.session.mgt,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieDisabledAndLowercaseRequestParam,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,168
temp,org.apache.shiro.web.subject,WebSubject,buildWebSubject,Long Statement,The length of the statement "String msg="Subject implementation returned from the SecurityManager was not a " + WebSubject.class.getName() + " implementation. Please ensure a Web-enabled SecurityManager "+ "has been configured and made available to this builder.";" is 235.,139
