Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,224
temp,org.apache.shiro.web.mgt,CookieRememberMeManager,ensurePadding,Magic Number,The method contains a magic number: 4,224
temp,org.apache.shiro.web.mgt,DefaultWebSubjectFactory,newSubjectInstance,Long Parameter List,The method has 7 parameters. ,64
temp,org.apache.shiro.web.mgt,CookieRememberMeManagerTest,getRememberedPrincipals,Long Statement,The length of the statement "final String userPCAesBase64="qk7spFqO1zoNLgq3qArE7bc8+J+Zvm1jz8lDSUmRiRlDQQx7jxG4+" + "QImiRpR7zO0d9oHH+7C3VeN9OvGMdjxtpbInMsLcGz4Q0u3M1fmyErn5Mr61chmNzQ8cLegpIKE3M+xMY" + "5JB1PRw7aEJdRxtHh80kiXZ5jeALvDP3hmFM7OF2CDKLIIa83XuBQvyrKGI9GhsxGTLkmNFknbfRsmN7v"+ "NIDorceeaMkAetYf6GxDOw1ZK7yEbsydIHnqVWNHLen6DHC8pLkqMNOoGwXLeBroD6mRpoFf76J0VKBcd"+ "C54Mg73S2R7wx9ZzSNJJrCi1KAilmThzm3Rm97EidUnYlWI0TM+zvMzNsLynIK4PoIG6HYQQfEI35qVRI"+ "bCdbTlTnjfM/fPf7RWO8s4Z7KzszSQMJE9LgBudcyzrld5ZrWb11cianskNZMI8kzOITezjjqvWn5U4jg"+ "Mb9a6qcpaNJcgaxV6NZRmof8cnet54wwE=";" is 550.,73
temp,org.apache.shiro.web.servlet,AbstractShiroFilter,prepareServletResponse,Complex Conditional,The conditional expression !isHttpSessions() && (request instanceof ShiroHttpServletRequest) && (response instanceof HttpServletResponse) is complex.,164
temp,org.apache.shiro.web.servlet,AbstractShiroFilter,updateSessionLastAccessTime,Long Statement,The length of the statement "log.error("session.touch() method invocation has failed. Unable to update" + "the corresponding session's last access time based on the incoming request."`t);" is 158.,237
temp,org.apache.shiro.web.servlet,AdviceFilter,cleanup,Long Statement,The length of the statement "log.debug("afterCompletion implementation threw an exception. This will be ignored to " + "allow the original source exception to be propagated."`e);" is 149.,153
temp,org.apache.shiro.web.servlet,AdviceFilter,cleanup,Long Statement,The length of the statement "String msg="Filter execution resulted in an unexpected Exception " + "(not IOException or ServletException as the Filter API recommends). " + "Wrapping in ServletException and propagating.";" is 190.,153
temp,org.apache.shiro.web.servlet,IniShiroFilter,configure,Long Statement,The length of the statement "log.info("Null or empty configuration specified via '" + CONFIG_INIT_PARAM_NAME + "' or '"+ CONFIG_PATH_INIT_PARAM_NAME+ "' filter parameters. Trying the default "+ IniFactorySupport.DEFAULT_INI_RESOURCE_PATH+ " file.");" is 220.,306
temp,org.apache.shiro.web.servlet,IniShiroFilter,applySecurityManager,Long Statement,The length of the statement "String msg="The configured security manager is not an instance of WebSecurityManager` so " + "it can not be used with the Shiro servlet filter.";" is 145.,343
temp,org.apache.shiro.web.servlet,IniShiroFilter,applyFilterChainResolver,Complex Conditional,The conditional expression (urls != null && !urls.isEmpty()) || (filters != null && !filters.isEmpty()) is complex.,365
temp,org.apache.shiro.web.servlet,ShiroFilter,ensureSecurityManager,Long Statement,The length of the statement "String msg="The configured security manager is not an instance of WebSecurityManager` so " + "it can not be used with the Shiro servlet filter.";" is 145.,299
temp,org.apache.shiro.web.servlet,ShiroFilter,ensureSecurityManager,Long Statement,The length of the statement "log.info("Configuration instance [" + config + "] did not provide a SecurityManager. No config "+ "specified? Defaulting to a "+ DefaultWebSecurityManager.class.getName()+ " instance...");" is 188.,299
temp,org.apache.shiro.web.servlet,ShiroFilter,applyInitParams,Long Identifier,The length of the field CONFIG_CLASS_NAME_INIT_PARAM_NAME is 33.,344
temp,org.apache.shiro.web.servlet,ShiroFilter,applyInitParams,Long Statement,The length of the statement "String msg="configClassName fully qualified class name value [" + configCN + "] is not "+ "available in the classpath. Please ensure you have typed it correctly and the "+ "corresponding class or jar is in the classpath.";" is 222.,344
temp,org.apache.shiro.web.servlet,ShiroFilter,applyFilterConfig,Long Statement,The length of the statement "String msg="Attempting to inject the FilterConfig (using 'setFilterConfig' method) into the " + "instantiated WebConfiguration for any wrapped Filter initialization...";" is 169.,371
temp,org.apache.shiro.web.servlet,ShiroFilter,applyEmbeddedConfig,Long Statement,The length of the statement "String msg="The 'config' filter param was specified` but there is no " + "'setConfig(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'config' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration class has a 'setConfig(String)' method to receive it.";" is 337.,389
temp,org.apache.shiro.web.servlet,ShiroFilter,applyUrlConfig,Long Statement,The length of the statement "String msg="The 'configUrl' filter param was specified` but there is no " + "'setConfigUrl(String)' method on the Configuration instance [" + conf + "]. If you do "+ "not require the 'configUrl' filter param` please comment it out` or if you do need it` "+ "please ensure your Configuration class has a 'setConfigUrl(String)' method to receive it.";" is 349.,410
temp,org.apache.shiro.web.servlet,ShiroFilter,prepareServletResponse,Complex Conditional,The conditional expression !isHttpSessions() && (request instanceof ShiroHttpServletRequest) && (response instanceof HttpServletResponse) is complex.,485
temp,org.apache.shiro.web.servlet,ShiroFilter,updateSessionLastAccessTime,Long Statement,The length of the statement "log.error("session.touch() method invocation has failed. Unable to update" + "the corresponding session's last access time based on the incoming request."`t);" is 158.,562
temp,org.apache.shiro.web.servlet,ShiroHttpServletRequest,isRequestedSessionIdValid,Long Identifier,The length of the field REFERENCED_SESSION_ID_IS_VALID is 30.,178
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Complex Method,Cyclomatic complexity of the method is 11,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 443,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,doIsEncodeable,Magic Number,The method contains a magic number: 80,156
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Complex Conditional,The conditional expression (scheme.equals("http") && port != 80) || (scheme.equals("https") && port != 443) is complex.,203
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 80,203
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toAbsolute,Magic Number,The method contains a magic number: 443,203
temp,org.apache.shiro.web.servlet,ShiroHttpServletResponse,toEncoded,Long Identifier,The length of the field DEFAULT_SESSION_ID_PARAMETER_NAME is 33.,288
temp,org.apache.shiro.web.servlet,ShiroHttpSession,ShiroHttpSession,Long Statement,The length of the statement "String msg="Session constructor argument cannot be an instance of WebSession. This is enforced to " + "prevent circular dependencies and infinite loops.";" is 154.,73
temp,org.apache.shiro.web.servlet,ShiroHttpSession,setMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,108
temp,org.apache.shiro.web.servlet,ShiroHttpSession,getMaxInactiveInterval,Magic Number,The method contains a magic number: 1000,116
temp,org.apache.shiro.web.servlet,SimpleCookieTest,testRemoveValue,Magic Number,The method contains a magic number: 2351234,51
temp,org.apache.shiro.web.servlet,SimpleCookieTest,eqCookie,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getValue().equals(in.getValue()) && c.getPath().equals(in.getPath())&& c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 221.,108
temp,org.apache.shiro.web.servlet,SimpleCookieTest,matches,Long Statement,The length of the statement "return c.getName().equals(in.getName()) && c.getValue().equals(in.getValue()) && c.getPath().equals(in.getPath())&& c.getMaxAge() == in.getMaxAge() && c.getSecure() == in.getSecure() && c.getValue().equals(in.getValue());" is 221.,110
temp,org.apache.shiro.web.servlet,SimpleCookieTest,testRemoveValueWithNullContext,Magic Number,The method contains a magic number: 2351234,130
temp,org.apache.shiro.web.session,DefaultWebSessionManager,getReferencedSessionId,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 124.,118
temp,org.apache.shiro.web.session,DefaultWebSessionManager,getReferencedSessionId,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,118
temp,org.apache.shiro.web.session,DefaultWebSessionManager,onStart,Long Statement,The length of the statement "log.debug("Request or response object is not bound to the thread. Assuming this session start " + "activity is due to a non web request (possible in a web application that also services " + "non web clients.");" is 210.,145
temp,org.apache.shiro.web.session,DefaultWebSessionManager,removeSessionIdCookie,Long Statement,The length of the statement "log.debug("No request or response bound to the thread. Session ID cookie cannot be removed. This could " + "occur in a web application that also services non web clients (e.g. RMI remoting).");" is 193.,195
temp,org.apache.shiro.web.session,DelegatingWebSessionManager,assertDelegateExists,Long Statement,The length of the statement "throw new IllegalStateException("delegateSessionManager property has not been set. Please check your " + "configuration to ensure the " + getClass().getName() + " instance has been injected with a "+ SessionManager.class.getName()+ " delegate instance.");" is 255.,76
temp,org.apache.shiro.web.session,WebSession,WebSession,Long Statement,The length of the statement "String msg="HttpSession constructor argument cannot be an instance of ShiroHttpSession. This " + "is enforced to prevent circular dependencies and infinite loops.";" is 164.,49
temp,org.apache.shiro.web.session,WebSession,getTimeout,Magic Number,The method contains a magic number: 1000,77
temp,org.apache.shiro.web.session,WebSession,setTimeout,Magic Number,The method contains a magic number: 1000,85
temp,org.apache.shiro.web.session,WebSession,assertString,Long Statement,The length of the statement "String msg="HttpSession based implementations of the Shiro Session interface requires attribute keys " + "to be String objects. The HttpSession class does not support anything other than String keys.";" is 201.,136
temp,org.apache.shiro.web.session,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieEnabled,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.COOKIE_SESSION_ID_SOURCE);" is 124.,103
temp,org.apache.shiro.web.session,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieDisabled,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,134
temp,org.apache.shiro.web.session,DefaultWebSessionManagerTest,testGetSessionIdWithSessionIdCookieDisabledAndLowercaseRequestParam,Long Statement,The length of the statement "request.setAttribute(ShiroHttpServletRequest.REFERENCED_SESSION_ID_SOURCE`ShiroHttpServletRequest.URL_SESSION_ID_SOURCE);" is 121.,167
temp,org.apache.shiro.web.subject.support,WebDelegatingSubject,WebDelegatingSubject,Long Parameter List,The method has 7 parameters. ,39
temp,org.apache.shiro.web.subject,WebSubject,buildWebSubject,Long Statement,The length of the statement "String msg="Subject implementation returned from the SecurityManager was not a " + WebSubject.class.getName() + " implementation. Please ensure a Web-enabled SecurityManager "+ "has been configured and made available to this builder.";" is 235.,100
temp,org.apache.shiro.web.subject,Builder,buildWebSubject,Long Statement,The length of the statement "String msg="Subject implementation returned from the SecurityManager was not a " + WebSubject.class.getName() + " implementation. Please ensure a Web-enabled SecurityManager "+ "has been configured and made available to this builder.";" is 235.,100
temp,org.apache.shiro.web.tags,GuestTag,onDoStartTag,Long Statement,The length of the statement "log.trace("Subject does not exist or does not have a known identity (aka 'principal'). " + "Tag body will be evaluated.");" is 122.,44
temp,org.apache.shiro.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Property [" + property + "] not found in principal of type ["+ principal.getClass().getName()+ "]";" is 121.,171
temp,org.apache.shiro.web.tags,PrincipalTag,getPrincipalProperty,Long Statement,The length of the statement "final String message="Error reading property [" + property + "] from principal of type ["+ principal.getClass().getName()+ "]";" is 127.,171
